"date","year","month","glacier_671159","glacier_671135","glacier_671117","glacier_711633","glacier_711631","glacier_711605","month_code","maxTemp","minTemp","precip","snowfall"
"2002-07",2002,"07",0.1872,0.2007,0.1134,0.2358,0.1665,0.4212,"Jul",93.4,60.2,0.09,0
"2002-08",2002,"08",NA,NA,NA,NA,NA,NA,"Aug",87.8,54.8,1.44,0
"2002-09",2002,"09",NA,NA,NA,NA,NA,NA,"Sep",77.6,50.5,1.52,0
"2002-10",2002,"10",NA,NA,NA,NA,NA,NA,"Oct",58.2,33.6,2.44,16.1
"2002-11",2002,"11",NA,NA,NA,NA,NA,NA,"Nov",52.6,28,0.78,13
"2002-12",2002,"12",NA,NA,NA,NA,NA,NA,"Dec",48.3,24.9,0.02,0.5
"2003-01",2003,"01",NA,NA,NA,NA,NA,NA,"Jan",53.9,26.5,0.09,0.5
"2003-02",2003,"02",NA,NA,NA,NA,NA,NA,"Feb",43.1,20,1.52,22.8
"2003-03",2003,"03",NA,NA,NA,NA,NA,NA,"Mar",56.4,30.9,5.44,34.7
"2003-04",2003,"04",NA,NA,NA,NA,NA,NA,"Apr",64,37.2,2.99,6.2
"2003-05",2003,"05",0.1881,0.1215,0.0648,0.2385,0.1656,0.423,"May",71.6,43.1,2.62,5.2
"2003-06",2003,"06",0.1998,0.1737,0.1242,0.2295,0.162,0.4185,"Jun",76.2,49.4,2.69,0
"2003-07",2003,"07",0.1962,0.1971,0.1152,0.2286,0.1683,0.4014,"Jul",92.4,59.3,0.71,0
"2003-08",2003,"08",NA,NA,NA,NA,NA,NA,"Aug",87.3,58.4,3.52,0
"2003-09",2003,"09",NA,NA,NA,NA,NA,NA,"Sep",75.6,45.4,0.35,0
"2003-10",2003,"10",NA,NA,NA,NA,NA,NA,"Oct",73.5,41.3,0.45,0.4
"2003-11",2003,"11",NA,NA,NA,NA,NA,NA,"Nov",49.8,28.1,0.8,7.5
"2003-12",2003,"12",NA,NA,NA,NA,NA,NA,"Dec",48.3,24.4,0.84,9.9
"2004-01",2004,"01",NA,NA,NA,NA,NA,NA,"Jan",47.3,23.5,0.82,12
"2004-02",2004,"02",NA,NA,NA,NA,NA,NA,"Feb",46.4,21.5,1.31,18
"2004-03",2004,"03",NA,NA,NA,NA,NA,NA,"Mar",62.8,33.5,1.09,7.9
"2004-04",2004,"04",0.189,NA,NA,NA,NA,NA,"Apr",61.4,37,5.66,14.9
"2004-05",2004,"05",0.1926,0.1125,0.1053,0.2151,0.1575,0.4203,"May",74.2,45.7,1.28,NA
"2004-06",2004,"06",0.1899,0.198,0.1116,0.2295,0.1665,0.423,"Jun",76.2,49.2,3.96,0
"2004-07",2004,"07",0.1953,0.1971,0.1017,0.2313,0.1611,0.4122,"Jul",83.5,54.8,3.44,0
"2004-08",2004,"08",NA,NA,NA,NA,NA,NA,"Aug",81,51.8,2.88,0
"2004-09",2004,"09",NA,NA,NA,NA,NA,NA,"Sep",77.9,47.8,2.07,0
"2004-10",2004,"10",NA,NA,NA,NA,NA,NA,"Oct",65,38.5,2.32,0
"2004-11",2004,"11",NA,NA,NA,NA,NA,NA,"Nov",50.6,28.8,1.99,17.6
"2004-12",2004,"12",NA,NA,NA,NA,NA,NA,"Dec",48.3,24.6,0.35,6.7
"2005-01",2005,"01",NA,NA,NA,NA,NA,NA,"Jan",47.2,23.7,1.4,15.9
"2005-02",2005,"02",NA,NA,NA,NA,NA,NA,"Feb",49.7,26.1,0.31,3.3
"2005-03",2005,"03",NA,NA,NA,NA,NA,NA,"Mar",53.9,30,1.22,11.2
"2005-04",2005,"04",0.1773,NA,NA,NA,NA,NA,"Apr",61.7,35.1,3.86,21.8
"2005-05",2005,"05",0.1917,0.1539,0.108,0.2313,0.1557,0.4302,"May",70.6,44.6,1.91,0.2
"2005-06",2005,"06",0.1863,0.198,0.1143,0.2349,0.1629,0.4194,"Jun",79.9,50.9,2.68,NA
"2005-07",2005,"07",0.1917,0.2007,0.1188,0.2358,0.1611,0.405,"Jul",91.6,58.5,0.42,0
"2005-08",2005,"08",NA,NA,NA,NA,NA,NA,"Aug",84.2,55.2,1.63,0
"2005-09",2005,"09",NA,NA,NA,NA,NA,NA,"Sep",81.6,50.8,0.42,0
"2005-10",2005,"10",NA,NA,NA,NA,NA,NA,"Oct",66.9,39.3,2.8,NA
"2005-11",2005,"11",NA,NA,NA,NA,NA,NA,"Nov",58.4,31.3,0.34,1.9
"2005-12",2005,"12",NA,NA,NA,NA,NA,NA,"Dec",46,21,0.43,6.3
"2006-01",2006,"01",NA,NA,NA,NA,NA,NA,"Jan",53.3,28.1,0.44,5.5
"2006-02",2006,"02",NA,NA,NA,NA,NA,NA,"Feb",46.4,21,0.68,11.4
"2006-03",2006,"03",NA,NA,NA,NA,NA,NA,"Mar",52.3,26.5,2.08,23.3
"2006-04",2006,"04",0.1953,NA,NA,0.1917,0.0945,0.4167,"Apr",69.7,38.1,1.04,2.9
"2006-05",2006,"05",0.1917,0.1998,0.1188,0.2367,0.1674,0.4239,"May",76,45.9,1.14,0.1
"2006-06",2006,"06",0.1917,0.2007,0.1179,0.2322,0.1674,0.4194,"Jun",88.8,54.4,1.32,NA
"2006-07",2006,"07",0.1917,0.2007,0.1224,0.2394,0.1683,0.4248,"Jul",88.8,59.9,2.63,0
"2006-08",2006,"08",NA,NA,NA,NA,NA,NA,"Aug",85.3,57.9,1.23,0
"2006-09",2006,"09",NA,NA,NA,NA,NA,NA,"Sep",72.9,43.9,1.25,0
"2006-10",2006,"10",NA,NA,NA,NA,NA,NA,"Oct",63.5,38.5,3.71,15.2
"2006-11",2006,"11",NA,NA,NA,NA,NA,NA,"Nov",56.4,30.3,0.74,12
"2006-12",2006,"12",NA,NA,NA,NA,NA,NA,"Dec",46.3,24.3,3.05,45.5
"2007-01",2007,"01",NA,NA,NA,NA,NA,NA,"Jan",39.6,14.8,1.68,27.5
"2007-02",2007,"02",NA,NA,NA,NA,NA,NA,"Feb",47.4,21.8,0.86,15.3
"2007-03",2007,"03",NA,NA,NA,NA,NA,NA,"Mar",61,34.2,1.69,4.5
"2007-04",2007,"04",0.1962,NA,NA,0.198,0.1053,0.4176,"Apr",60.6,35.1,2.24,2.2
"2007-05",2007,"05",0.2007,0.1962,0.1179,0.2295,0.1665,0.4239,"May",72.6,43.4,1.79,NA
"2007-06",2007,"06",0.1935,0.2007,0.1242,0.2286,0.162,0.4194,"Jun",84.6,50.7,0.38,0
"2007-07",2007,"07",0.1539,0.1962,0.1098,0.2304,0.1665,0.4167,"Jul",90.3,59.2,0.8,NA
"2007-08",2007,"08",NA,NA,NA,NA,NA,NA,"Aug",88.8,58.3,1.92,0
"2007-09",2007,"09",NA,NA,NA,NA,NA,NA,"Sep",79.6,49.3,1.92,0
"2007-10",2007,"10",NA,NA,NA,NA,NA,NA,"Oct",69.7,40.7,1.38,0.1
"2007-11",2007,"11",NA,NA,NA,NA,NA,NA,"Nov",58.7,31,0.47,5.9
"2007-12",2007,"12",NA,NA,NA,NA,NA,NA,"Dec",42,18.1,2.1,30
"2008-01",2008,"01",NA,NA,NA,NA,NA,NA,"Jan",43.4,19.8,0.46,10.3
"2008-02",2008,"02",NA,NA,NA,NA,NA,NA,"Feb",49.5,22.7,0.63,10.4
"2008-03",2008,"03",NA,NA,NA,NA,NA,NA,"Mar",54.4,27.5,1.47,17.6
"2008-04",2008,"04",0.1296,NA,NA,NA,NA,NA,"Apr",63,32.6,1.13,7.9
"2008-05",2008,"05",0.1989,0.1413,0.1251,0.2394,0.1674,0.432,"May",71.6,42.5,4.21,0.7
"2008-06",2008,"06",0.1908,0.1881,0.1161,0.2106,0.1575,0.4041,"Jun",82,50.1,1.58,0
"2008-07",2008,"07",0.1971,0.1845,0.1215,0.234,0.1674,0.4203,"Jul",92,58,0.09,0
"2008-08",2008,"08",NA,NA,NA,NA,NA,NA,"Aug",84.4,54.8,2.97,0
"2008-09",2008,"09",NA,NA,NA,NA,NA,NA,"Sep",76.2,45.6,1.84,0
"2008-10",2008,"10",NA,NA,NA,NA,NA,NA,"Oct",66,37.6,1.18,0.2
"2008-11",2008,"11",NA,NA,NA,NA,NA,NA,"Nov",59.5,32.5,0.13,1.3
"2008-12",2008,"12",NA,NA,NA,NA,NA,NA,"Dec",45,17.2,1.33,20.9
"2009-01",2009,"01",NA,NA,NA,NA,NA,NA,"Jan",50.3,26.1,0.62,13
"2009-02",2009,"02",NA,NA,NA,NA,NA,NA,"Feb",52.4,26.9,0.27,3.9
"2009-03",2009,"03",NA,NA,NA,NA,NA,NA,"Mar",59.1,29.4,1.89,21.4
"2009-04",2009,"04",NA,NA,NA,NA,NA,NA,"Apr",60.7,33.9,5.88,20.4
"2009-05",2009,"05",0.1998,0.1575,0.1179,0.2277,0.1584,0.4275,"May",72.5,46.1,3.08,0
"2009-06",2009,"06",0.189,0.1989,0.0882,0.2394,0.1647,0.4203,"Jun",76.3,49.6,2.7,0
"2009-07",2009,"07",0.1908,0.1998,0.1089,0.2322,0.1665,0.4329,"Jul",84.5,54.6,1.42,0
"2009-08",2009,"08",NA,NA,NA,NA,NA,NA,"Aug",84.7,54.2,0.33,0
"2009-09",2009,"09",NA,NA,NA,NA,NA,NA,"Sep",78.3,47.9,0.42,0
"2009-10",2009,"10",NA,NA,NA,NA,NA,NA,"Oct",57.1,31.9,3.26,30.1
"2009-11",2009,"11",NA,NA,NA,NA,NA,NA,"Nov",56.8,30.7,0.93,8.9
"2009-12",2009,"12",NA,NA,NA,NA,NA,NA,"Dec",37.8,15.5,1.39,27.8
"2010-01",2010,"01",NA,NA,NA,NA,NA,NA,"Jan",44.9,21.2,0.28,4.6
"2010-02",2010,"02",NA,NA,NA,NA,NA,NA,"Feb",41.1,19.3,1.37,23
"2010-03",2010,"03",NA,NA,NA,NA,NA,NA,"Mar",55.8,29.6,3.3,28.7
"2010-04",2010,"04",NA,NA,NA,NA,NA,NA,"Apr",62.2,35.3,3.63,5.8
"2010-05",2010,"05",0.1899,0.1485,0.126,0.2331,0.162,0.4239,"May",67.8,40,2.71,5.6
"2010-06",2010,"06",0.189,0.1926,0.1251,0.234,0.1521,0.4212,"Jun",81.5,52.3,3.36,0
"2010-07",2010,"07",0.189,0.1917,0.1206,0.2349,0.1683,0.423,"Jul",88.1,56.8,2.31,0
"2010-08",2010,"08",NA,NA,NA,NA,NA,NA,"Aug",87.3,57.5,1.07,0
"2010-09",2010,"09",NA,NA,NA,NA,NA,NA,"Sep",84,49.1,0.25,0
"2010-10",2010,"10",NA,NA,NA,NA,NA,NA,"Oct",69.1,40.8,0.94,NA
"2010-11",2010,"11",NA,NA,NA,NA,NA,NA,"Nov",52.3,27.2,0.61,2
"2010-12",2010,"12",NA,NA,NA,NA,NA,NA,"Dec",50,24.4,0.48,9.5
"2011-01",2011,"01",NA,NA,NA,NA,NA,NA,"Jan",45,21.1,0.96,18.2
"2011-02",2011,"02",NA,NA,NA,NA,NA,NA,"Feb",45.8,18.1,1.02,13.2
"2011-03",2011,"03",NA,NA,NA,NA,NA,NA,"Mar",59.3,31.1,0.33,0.7
"2011-04",2011,"04",NA,NA,NA,NA,NA,NA,"Apr",62.8,35.2,2.41,3.5
"2011-05",2011,"05",0.1935,0.0171,NA,0.1962,0.1395,0.4329,"May",65.9,41.4,5.16,0.2
"2011-06",2011,"06",0.1908,0.1845,0.1161,0.2367,0.1674,0.4185,"Jun",83.9,51.2,1.35,0
"2011-07",2011,"07",0.1899,0.198,0.1206,0.2367,0.1674,0.4194,"Jul",88.6,58.4,2.87,0
"2011-08",2011,"08",NA,NA,NA,NA,NA,NA,"Aug",91.6,58.6,1.08,0
"2011-09",2011,"09",NA,NA,NA,NA,NA,NA,"Sep",78.2,48.5,2.56,0
"2011-10",2011,"10",NA,NA,NA,NA,NA,NA,"Oct",68.3,37.5,1.65,11.5
"2011-11",2011,"11",NA,NA,NA,NA,NA,NA,"Nov",54.9,29.7,0.98,8.6
"2011-12",2011,"12",NA,NA,NA,NA,NA,NA,"Dec",45.1,19.2,1.92,33.1
"2012-01",2012,"01",NA,NA,NA,NA,NA,NA,"Jan",52.1,25.6,0.38,7.8
"2012-02",2012,"02",NA,NA,NA,NA,NA,NA,"Feb",43.9,20.6,1.94,32.1
"2012-03",2012,"03",NA,NA,NA,NA,NA,NA,"Mar",65.8,35.8,0.01,NA
"2012-04",2012,"04",NA,NA,NA,0.1539,0.0927,0.387,"Apr",69.2,39.4,1.31,1.6
"2012-05",2012,"05",0.1971,0.1449,0.1089,0.2277,0.1656,0.4113,"May",76.3,44,1.78,NA
"2012-06",2012,"06",0.1917,0.1845,0.1044,0.2223,0.1584,0.4086,"Jun",91.2,57.1,0.38,0
"2012-07",2012,"07",0.1908,0.2007,0.1152,0.2322,0.1647,0.4212,"Jul",89.7,59.9,4.99,0
"2012-08",2012,"08",NA,NA,NA,NA,NA,NA,"Aug",89,57.4,0.36,0
"2012-09",2012,"09",NA,NA,NA,NA,NA,NA,"Sep",81,50.9,2.27,0
"2012-10",2012,"10",NA,NA,NA,NA,NA,NA,"Oct",64.5,37.1,1.44,7.9
"2012-11",2012,"11",NA,NA,NA,NA,NA,NA,"Nov",59.9,32.2,0.28,0.8
"2012-12",2012,"12",NA,NA,NA,NA,NA,NA,"Dec",46.3,21.1,0.51,11.7
"2013-01",2013,"01",NA,NA,NA,NA,NA,NA,"Jan",46.2,19.7,0.27,3.7
"2013-02",2013,"02",NA,NA,NA,NA,NA,NA,"Feb",44.6,19.6,1.13,18.5
"2013-03",2013,"03",NA,NA,NA,NA,NA,NA,"Mar",54,27,1.72,22.8
"2013-04",2013,"04",0.189,NA,NA,0.198,0.1161,0.4176,"Apr",57.7,29.8,4.14,47.6
"2013-05",2013,"05",0.1935,0.1935,0.1116,0.2358,0.1647,0.4329,"May",71.7,43.6,2.66,12.3
"2013-06",2013,"06",0.1962,0.2007,0.1026,0.2286,0.1629,0.4122,"Jun",86.2,53.5,0.61,0
"2013-07",2013,"07",0.189,0.1944,0.1098,0.2268,0.1602,0.2034,"Jul",86.8,57.5,1.03,0
"2013-08",2013,"08",NA,NA,NA,NA,NA,NA,"Aug",87.6,56.7,1.4,0
"2013-09",2013,"09",NA,NA,NA,NA,NA,NA,"Sep",77.7,52.5,18.16,0
"2013-10",2013,"10",NA,NA,NA,NA,NA,NA,"Oct",60,35.6,2.24,5.4
"2013-11",2013,"11",NA,NA,NA,NA,NA,NA,"Nov",56.7,29.7,0.29,6.3
"2013-12",2013,"12",NA,NA,NA,NA,NA,NA,"Dec",44.3,18.7,0.5,9
"2014-01",2014,"01",NA,NA,NA,NA,NA,NA,"Jan",48.5,20.7,1.67,27.2
"2014-02",2014,"02",NA,NA,NA,NA,NA,NA,"Feb",45.1,18.9,0.68,11.7
"2014-03",2014,"03",NA,NA,NA,NA,NA,NA,"Mar",58.5,28.7,1.62,11.2
"2014-04",2014,"04",0.1764,NA,NA,0.198,0.0864,0.4014,"Apr",63.6,36,1.87,12.2
"2014-05",2014,"05",0.1899,0.1305,0.1035,0.2376,0.1674,0.4275,"May",70.2,42.9,4.43,6.8
"2014-06",2014,"06",0.1944,0.2007,0.1179,0.2358,0.1656,0.4194,"Jun",81.8,50.6,0.84,0
"2014-07",2014,"07",0.1899,0.1998,0.1062,0.225,0.1665,0.4257,"Jul",86.4,57.9,4.57,0
"2014-08",2014,"08",NA,NA,NA,NA,NA,NA,"Aug",83.2,55.1,1.6,0
"2014-09",2014,"09",NA,NA,NA,NA,NA,NA,"Sep",78.4,49.1,2.88,0.5
"2014-10",2014,"10",NA,NA,NA,NA,NA,NA,"Oct",69.8,40.7,1.16,0
"2014-11",2014,"11",NA,NA,NA,NA,NA,NA,"Nov",51.4,25.2,0.88,16.9
"2014-12",2014,"12",NA,NA,NA,NA,NA,NA,"Dec",46.1,21.6,1.37,19.8
"2015-01",2015,"01",NA,NA,NA,NA,NA,NA,"Jan",49.8,23.1,0.38,6
"2015-02",2015,"02",NA,NA,NA,NA,NA,NA,"Feb",49.9,23.2,3.69,54.6
"2015-03",2015,"03",NA,NA,NA,NA,NA,NA,"Mar",60.5,31.6,0.38,8
"2015-04",2015,"04",0.1926,NA,NA,0.1998,0.1116,0.4095,"Apr",63.5,36.6,4.5,7.4
"2015-05",2015,"05",0.1899,0.1989,0.1152,0.2349,0.1656,0.4212,"May",62.9,41.9,7.82,3.9
"2015-06",2015,"06",0.1908,0.2007,0.1233,0.2385,0.1665,0.4266,"Jun",82.8,53.8,1.76,NA
"2015-07",2015,"07",0.1881,0.2007,0.1125,0.2376,0.1683,0.4239,"Jul",84.9,55.7,2.98,0
"2015-08",2015,"08",NA,NA,NA,NA,NA,NA,"Aug",87.7,56,0.31,0
"2015-09",2015,"09",NA,NA,NA,NA,NA,NA,"Sep",84.8,51.4,0.14,0
"2015-10",2015,"10",NA,NA,NA,NA,NA,NA,"Oct",69.4,42.9,2.02,0
"2015-11",2015,"11",NA,0,NA,NA,NA,NA,"Nov",54,27.5,1.83,11.5
"2015-12",2015,"12",NA,NA,NA,NA,NA,NA,"Dec",44.5,21.7,1.11,17.4
"2016-01",2016,"01",NA,NA,NA,NA,NA,NA,"Jan",46.6,21.6,0.37,4.1
"2016-02",2016,"02",NA,NA,NA,NA,NA,NA,"Feb",54.4,27.3,1.44,21.8
"2016-03",2016,"03",NA,0,NA,NA,NA,NA,"Mar",55.9,30,3.84,32.5
"2016-04",2016,"04",0.2034,0.0738,0.1215,0.2214,0.1341,0.4239,"Apr",61.3,36.7,3.34,21.4
"2016-05",2016,"05",0.1854,0.1962,0.1062,0.2394,0.1719,0.4203,"May",67.2,40.9,2.01,1
"2016-06",2016,"06",0.1926,0.2007,0.1152,0.2385,0.1692,0.4212,"Jun",86.4,54.5,2.37,0
"2016-07",2016,"07",0.1737,0.1737,0.1134,0.2403,0.1674,0.4374,"Jul",90.1,57.8,0.61,0
"2016-08",2016,"08",NA,NA,NA,NA,NA,NA,"Aug",85.7,55,1.06,0
"2016-09",2016,"09",NA,NA,NA,NA,NA,NA,"Sep",81.2,48.6,0.45,0
"2016-10",2016,"10",NA,NA,NA,NA,NA,NA,"Oct",74.5,43,0.38,0
"2016-11",2016,"11",NA,NA,0,NA,NA,NA,"Nov",62,32.9,0.47,4.4
"2016-12",2016,"12",NA,NA,NA,NA,NA,NA,"Dec",46.3,17.6,0.91,13
"2017-01",2017,"01",NA,NA,NA,NA,NA,NA,"Jan",44.3,20,1.41,18.7
"2017-02",2017,"02",NA,NA,NA,NA,NA,NA,"Feb",55.2,29.4,0.73,9.9
"2017-03",2017,"03",NA,NA,0.0045,NA,NA,NA,"Mar",65,35.5,1.45,NA
"2017-04",2017,"04",0.1845,0.0477,0.009,0.117,NA,NA,"Apr",63.7,34.1,3.15,19.4
"2017-05",2017,"05",0.1962,0.1575,0.1278,0.2412,0.1359,0.3942,"May",70,41.4,6.29,6.1
"2017-06",2017,"06",0.1998,0.1998,0.1215,0.234,0.1728,0.4014,"Jun",85,52.4,0.45,0
"2017-07",2017,"07",0.1881,0.2025,0.1215,0.2403,0.1728,0.432,"Jul",89.8,58,1.3,0
"2017-08",2017,"08",NA,NA,NA,NA,NA,NA,"Aug",83.7,54.2,1.62,0
"2017-09",2017,"09",NA,NA,NA,NA,NA,NA,"Sep",77.6,49.4,1.92,0
"2017-10",2017,"10",NA,NA,NA,NA,NA,NA,"Oct",66.6,36.4,2.42,8
"2017-11",2017,"11",NA,NA,NA,NA,NA,NA,"Nov",61.4,33.5,0.57,4.1
"2017-12",2017,"12",NA,NA,NA,NA,NA,NA,"Dec",50.6,22.1,0.68,10.2
"2018-01",2018,"01",NA,NA,NA,NA,NA,NA,"Jan",51.9,23.5,0.74,8.8
"2018-02",2018,"02",NA,NA,NA,NA,NA,NA,"Feb",46,19,1.04,18.5
"2018-03",2018,"03",NA,NA,NA,NA,NA,NA,"Mar",57.9,28.8,2.23,6.8
"2018-04",2018,"04",0.198,NA,0.0837,0.2043,0.1323,0.3978,"Apr",64.7,33.5,1.35,6
"2018-05",2018,"05",0.1845,0.1728,0.0657,0.2412,0.1719,0.4311,"May",73.5,45.9,4.76,0
"2018-06",2018,"06",0.2016,0.1287,0.117,0.2403,0.1728,0.432,"Jun",86,53.7,1.82,0
"2018-07",2018,"07",NA,NA,NA,0.2385,0.1719,NA,"Jul",88.1,56.8,1.84,0
"2018-08",2018,"08",NA,NA,NA,NA,NA,NA,"Aug",86.8,55,0.24,0
"2018-09",2018,"09",NA,NA,NA,NA,NA,NA,"Sep",82.8,50.6,1.02,0
"2018-10",2018,"10",NA,NA,NA,NA,NA,NA,"Oct",63.6,37.2,2.68,10.1
"2018-11",2018,"11",NA,NA,NA,NA,NA,NA,"Nov",52.6,26.1,1.19,16.4
"2018-12",2018,"12",NA,NA,NA,NA,NA,NA,"Dec",47.1,20.5,0.34,5.7
"2019-01",2019,"01",NA,NA,NA,NA,NA,NA,"Jan",47.9,21.9,1.57,14.5
"2019-02",2019,"02",NA,NA,NA,NA,NA,NA,"Feb",43.9,18,0.74,14.6
"2019-03",2019,"03",NA,NA,NA,NA,NA,NA,"Mar",50.3,24.1,2.83,16.2
"2019-04",2019,"04",0.1818,NA,NA,NA,NA,NA,"Apr",64.3,36,1.87,10.2
"2019-05",2019,"05",0.1962,0.126,0.1152,0.2412,0.1728,0.4329,"May",63.8,38.6,3.89,7.4
"2019-06",2019,"06",0.1863,0.1998,0.1215,0.2358,0.1719,0.4302,"Jun",79.5,49.6,2.12,0
"2019-07",2019,"07",0.171,NA,0.1143,0.2232,0.1692,0.4302,"Jul",88.9,57.2,2.21,0
"2019-08",2019,"08",NA,NA,NA,NA,NA,NA,"Aug",89.8,57.7,0.1,0
"2019-09",2019,"09",NA,NA,NA,NA,NA,NA,"Sep",84.8,50.7,0.56,0
"2019-10",2019,"10",NA,NA,NA,NA,NA,NA,"Oct",60.5,30.9,2.42,26.4
"2019-11",2019,"11",NA,NA,NA,NA,NA,NA,"Nov",52.2,25.9,2.38,29.5
"2019-12",2019,"12",NA,NA,NA,NA,NA,NA,"Dec",47.2,24.1,0.35,3.4
